CUST_ID,TENURE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,SCORE_RANGE
C14590,12,2,3,3,0,0,5,3,1,10,9,9,0,0,0,3,0,7
C14591,12,1,1,1,1,0,5,1,1,10,10,3,8,0,0,6,0,6
C14592,7,2,1,1,0,3,3,1,1,9,3,3,0,2,0,1,1,6
C14593,7,2,1,1,1,3,3,1,2,9,9,2,8,2,0,2,1,4
C14594,12,1,3,1,2,3,4,4,1,10,7,1,6,4,5,3,1,6
C14595,12,1,1,0,1,0,4,1,1,7,7,0,6,0,1,3,0,3
C14596,12,3,2,0,2,1,3,2,2,10,10,0,10,1,0,5,1,6
C14597,12,1,2,0,2,0,3,2,1,10,10,0,10,0,8,5,0,8
C14598,12,5,1,1,0,3,5,3,3,10,1,1,0,4,0,1,1,6
C14599,12,1,2,0,2,0,3,2,1,10,10,0,10,0,4,3,0,6
C14600,12,3,3,3,1,0,5,3,2,10,8,3,7,0,0,5,0,6
C14601,12,4,0,0,0,4,4,2,3,10,0,0,0,3,0,0,2,4
C14602,12,1,1,1,0,0,4,1,1,10,10,10,0,0,0,3,0,5
C14603,12,4,0,0,0,3,5,3,3,10,0,0,0,2,0,0,1,6
C14604,12,1,3,2,2,0,5,3,1,10,10,10,10,0,5,6,0,6
C14606,12,5,2,0,2,3,6,4,3,10,10,0,10,2,0,3,1,6
C14607,12,4,2,2,1,0,5,3,3,10,8,5,5,0,0,3,0,4
C14608,11,1,1,0,1,0,2,1,1,10,5,0,5,0,1,1,0,7
C14609,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,4
C14610,12,3,0,0,0,3,5,2,2,10,0,0,0,7,0,0,4,6
C14611,12,3,2,1,1,1,3,3,2,10,10,4,10,3,0,5,1,5
C14612,7,2,1,1,1,2,2,1,1,10,10,2,9,5,0,2,1,4
C14613,12,3,3,2,2,0,5,3,2,10,10,4,7,0,0,4,0,5
C14614,12,5,0,0,0,5,5,4,5,10,0,0,0,8,0,0,5,4
C14615,12,4,2,1,1,3,4,3,3,10,5,1,5,4,0,5,2,6
C14616,12,1,1,0,1,0,3,1,1,10,4,0,4,0,1,1,0,5
C14617,12,1,0,0,0,1,5,2,1,10,0,0,0,1,1,0,1,4
C14618,12,3,1,0,1,2,4,1,2,10,3,0,3,5,0,2,2,5
C14619,12,3,0,0,0,1,3,2,3,10,0,0,0,1,0,0,1,7
C14620,12,1,1,1,1,0,4,1,1,10,8,2,5,0,8,3,0,7
C14621,12,3,0,0,0,2,3,1,2,10,0,0,0,2,0,0,1,5
C14622,12,1,2,0,2,0,2,2,1,10,10,0,10,0,4,0,0,5
C14623,12,2,0,0,0,3,3,1,1,10,0,0,0,5,0,0,2,6
C14624,12,2,2,2,0,0,3,1,1,10,4,4,0,0,0,2,0,6
C14625,12,1,1,0,1,0,5,2,1,8,1,0,1,0,0,1,0,6
C14626,12,2,3,2,3,0,5,3,1,10,10,10,9,0,3,7,0,5
C14627,12,3,1,1,0,0,5,3,1,10,4,4,0,0,0,1,0,7
C14628,6,1,1,1,1,0,5,1,1,2,9,2,5,0,10,1,0,5
C14629,12,3,2,2,0,1,3,1,1,10,2,2,0,2,0,2,1,8
C14630,12,5,5,5,3,0,6,3,3,10,10,9,7,0,0,7,0,5
C14631,12,5,0,0,0,4,5,3,3,10,0,0,0,3,0,0,2,6
C14632,12,3,3,3,0,3,4,2,2,10,2,2,0,1,0,1,1,6
C14633,12,2,5,5,1,1,5,5,1,9,7,7,5,1,2,6,1,6
C14634,10,5,0,0,0,6,5,3,3,10,0,0,0,6,0,0,3,6
C14635,12,1,3,1,3,1,5,3,1,10,10,1,10,4,3,6,1,5
C14636,12,1,1,1,0,0,3,2,1,8,1,1,0,0,2,1,0,7
C14637,12,1,2,0,2,0,2,2,1,10,10,0,10,0,2,3,0,6
C14638,12,3,0,0,0,1,3,1,1,10,0,0,0,4,0,0,1,5
C14639,12,5,1,1,1,4,5,4,4,10,5,1,5,7,0,2,5,7
C14640,12,5,6,4,5,6,6,6,3,10,10,10,10,10,2,8,6,6
C14641,11,1,3,3,1,0,5,3,1,7,7,5,2,0,5,2,0,8
C14642,12,1,3,2,3,0,5,3,1,10,10,10,10,0,0,7,0,10
C14643,12,1,3,3,1,0,3,3,1,10,10,10,5,0,1,6,0,7
C14644,12,3,3,3,2,0,5,4,1,10,8,4,5,0,0,3,0,6
C14645,12,2,1,1,0,3,3,2,1,10,1,1,0,4,0,1,2,5
C14646,12,1,1,1,0,0,5,1,1,4,1,1,0,0,5,1,0,5
C14647,12,1,1,0,1,0,3,1,1,10,10,0,10,0,0,3,0,6
C14648,12,1,1,0,1,0,6,4,1,1,4,0,4,0,0,1,0,6
C14649,12,4,0,0,0,3,4,3,3,10,0,0,0,1,0,0,1,5
C14650,12,1,1,0,1,0,2,1,1,8,6,0,6,0,2,2,0,7
C14651,12,3,0,0,0,1,3,2,3,10,0,0,0,2,0,0,1,7
C14652,12,3,1,0,1,0,3,1,1,10,5,0,5,0,0,1,0,7
C14653,12,1,0,0,0,1,1,1,1,10,0,0,0,1,1,0,1,5
C14654,12,1,1,1,0,0,3,3,1,8,1,1,0,0,2,1,0,8
C14655,12,3,3,3,1,0,5,3,2,10,4,3,1,0,0,1,0,4
C14656,12,5,3,0,3,3,5,3,3,10,10,0,10,2,0,7,1,5
C14657,12,3,4,4,1,0,4,4,2,10,7,6,1,0,0,5,0,6
C14658,12,3,0,0,0,1,5,4,1,4,0,0,0,4,0,0,1,7
C14659,12,1,2,2,1,0,5,3,1,6,5,4,4,0,7,3,0,5
C14660,12,4,3,3,1,0,5,3,3,10,10,10,5,0,0,5,0,4
C14661,12,1,1,0,1,0,2,1,1,10,10,0,10,0,0,3,0,4
C14662,12,3,1,0,1,0,3,2,3,10,8,0,8,0,0,4,0,5
C14663,12,1,1,0,1,0,3,2,1,6,5,0,5,0,3,2,0,6
C14664,8,2,1,1,0,0,3,3,3,9,2,2,0,0,0,2,0,6
C14665,12,5,5,0,5,0,5,5,5,10,10,0,10,0,0,8,0,6
C14666,12,1,1,1,0,0,5,1,1,10,10,10,0,0,0,3,0,7
C14667,12,2,6,6,1,0,4,6,1,10,10,10,5,0,10,7,0,5
C14668,12,1,2,2,0,0,3,1,1,4,1,1,0,0,0,1,0,7
C14669,12,1,2,2,0,0,3,3,1,4,4,4,0,0,10,3,0,5
C14670,9,1,1,1,0,0,3,1,1,4,2,2,0,0,0,1,0,7
C14672,11,3,2,1,2,0,5,3,1,10,8,2,7,0,1,5,0,6
C14673,12,3,1,0,1,0,3,2,2,10,10,0,10,0,0,3,0,5
C14674,12,3,1,0,1,1,3,1,1,10,5,0,5,1,0,2,1,5
C14675,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C14676,12,3,3,3,1,3,5,4,2,10,10,8,5,6,0,5,2,7
C14677,8,1,1,0,1,0,3,1,1,9,8,0,7,0,8,2,0,6
C14678,12,4,4,4,0,0,6,5,3,10,10,10,0,0,0,6,0,4
C14679,12,1,4,4,0,0,6,3,1,10,10,10,0,0,10,4,0,5
C14680,12,1,3,3,0,0,4,4,1,9,2,2,0,0,2,1,0,7
C14681,12,3,2,1,2,2,4,3,1,10,9,2,8,3,0,3,1,6
C14682,12,1,1,1,0,3,5,3,1,10,2,2,0,5,2,1,3,5
C14683,12,1,3,2,2,0,6,3,1,10,9,5,6,0,6,5,0,4
C14684,12,5,3,3,0,4,6,3,3,10,4,4,0,4,0,4,2,4
C14685,12,4,2,1,1,3,4,3,3,10,10,3,9,5,0,5,3,8
C14686,12,4,0,0,0,1,4,3,2,10,0,0,0,1,0,0,1,6
C14687,6,1,1,0,1,0,2,1,1,9,7,0,5,0,10,1,0,5
C14688,12,5,3,3,0,4,5,3,3,10,3,3,0,7,0,2,5,4
C14689,12,1,1,1,0,0,1,1,1,7,1,1,0,0,0,1,0,4
C14690,6,1,0,0,0,3,3,1,1,7,0,0,0,7,0,0,2,7
C14691,12,5,2,2,0,5,5,5,5,10,2,2,0,10,0,1,6,5
C14692,12,2,0,0,0,3,3,4,1,10,0,0,0,5,1,0,2,6
C14693,12,1,2,1,1,0,6,3,1,8,6,6,1,0,9,2,0,6
C14694,12,3,1,1,0,1,3,3,3,10,1,1,0,2,0,1,2,6
C14695,12,4,1,1,0,3,4,3,3,10,4,4,0,5,0,2,3,6
C14696,12,3,0,0,0,3,3,2,2,10,0,0,0,5,0,0,1,6
C14697,12,3,0,0,0,1,3,2,3,10,0,0,0,3,0,0,2,5
C14698,12,1,3,3,1,0,3,3,1,9,7,4,3,0,10,3,0,6
C14699,12,1,3,2,1,0,4,3,1,10,10,10,3,0,2,5,0,3
C14700,12,3,1,1,0,3,5,3,1,10,1,1,0,1,0,1,1,7
C14701,12,1,3,3,3,0,3,3,1,10,10,10,8,0,10,7,0,7
C14702,12,3,3,3,0,0,3,3,3,10,5,5,0,0,0,3,0,6
C14703,12,3,3,3,0,0,4,3,1,10,10,10,0,0,0,4,0,5
C14704,12,1,1,1,1,0,3,1,1,4,3,1,2,0,10,1,0,5
C14705,8,5,1,1,1,5,5,2,3,9,7,3,4,3,0,2,4,7
C14706,12,4,0,0,0,1,5,2,3,10,0,0,0,1,0,0,1,7
C14707,12,4,2,0,2,4,5,5,3,10,10,0,10,5,3,5,2,6
C14708,12,5,1,1,0,4,5,3,3,10,1,1,0,8,0,1,5,4
C14709,12,1,0,0,0,1,3,2,1,9,0,0,0,1,2,0,1,6
C14710,12,5,3,1,3,3,5,3,3,10,10,2,10,3,0,7,1,6
C14711,12,5,3,1,3,4,5,3,3,10,10,4,7,7,0,6,5,5
C14712,11,1,3,3,1,0,5,3,1,9,10,10,4,0,5,6,0,5
C14713,12,4,0,0,0,1,4,2,3,10,0,0,0,1,0,0,1,6
C14714,12,1,3,1,3,0,6,3,1,10,10,1,10,0,7,5,0,5
C14715,12,1,2,2,0,0,5,2,1,4,1,1,0,0,0,1,0,5
C14716,12,1,2,2,0,0,6,3,1,9,5,5,0,0,7,2,0,5
C14717,12,3,0,0,0,1,3,1,2,10,0,0,0,1,0,0,1,5
C14718,12,1,1,1,0,0,3,1,1,4,1,1,0,0,0,1,0,6
C14719,8,1,3,0,3,0,3,2,1,10,10,0,9,0,9,3,0,5
C14720,12,3,1,1,0,0,3,2,2,10,2,2,0,0,0,1,0,5
C14721,12,2,0,0,0,3,3,3,1,10,0,0,0,6,1,0,2,7
C14722,12,1,1,0,1,0,4,1,1,8,6,0,5,0,5,2,0,5
C14723,12,4,1,1,0,5,4,5,3,10,1,1,0,6,0,1,2,5
C14724,12,5,3,3,2,4,5,4,3,10,10,8,10,6,0,6,5,6
C14725,12,3,1,0,1,1,3,2,3,10,5,0,5,1,0,1,1,6
C14726,12,1,1,1,0,2,3,0,0,2,1,1,0,2,0,1,2,5
C14727,12,3,2,1,1,1,5,3,1,10,8,4,6,1,0,3,1,4
C14728,12,5,0,0,0,3,5,4,6,10,0,0,0,4,0,0,2,7
C14729,12,2,1,0,1,0,2,1,1,10,5,0,5,0,0,2,0,7
C14730,12,3,1,1,0,3,3,1,2,10,1,1,0,2,0,1,2,6
C14731,12,1,0,0,0,3,3,5,1,3,0,0,0,1,3,0,1,5
C14732,12,1,1,0,1,0,3,1,1,10,10,0,10,0,10,3,0,6
C14733,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C14734,7,1,2,2,0,0,3,1,1,9,8,8,0,0,0,2,0,9
C14735,12,4,0,0,0,4,5,2,3,10,0,0,0,5,0,0,3,3
C14736,12,2,3,3,1,0,6,3,1,10,10,10,5,0,2,5,0,5
C14737,12,3,1,1,0,0,3,2,1,10,1,1,0,0,0,1,0,7
C14738,12,3,0,0,0,1,3,1,2,10,0,0,0,1,0,0,1,5
C14739,12,1,1,1,0,0,5,1,1,10,10,10,0,0,10,3,0,6
C14740,12,3,3,1,3,0,5,3,1,10,10,4,10,0,0,7,0,4
C14741,10,1,1,1,0,0,3,1,1,8,7,7,0,0,0,5,0,6
C14742,12,1,1,0,1,0,2,1,1,10,10,0,10,0,1,3,0,7
C14743,12,5,0,0,0,4,5,3,4,10,0,0,0,4,0,0,3,8
C14744,12,5,3,3,3,0,6,3,3,10,10,5,10,0,0,8,0,7
C14745,12,5,0,0,0,4,6,3,3,10,0,0,0,4,0,0,3,6
C14746,12,1,1,0,1,0,3,1,1,4,2,0,1,0,10,1,0,7
C14747,12,1,1,0,1,2,3,3,1,10,7,0,7,2,3,2,1,5
C14748,12,2,2,2,0,3,3,1,1,10,2,2,0,5,0,1,2,6
C14749,12,1,0,0,0,1,3,1,1,10,0,0,0,1,1,0,1,7
C14750,12,3,1,0,1,3,4,3,1,10,5,0,5,3,0,2,1,8
C14751,12,1,3,1,2,0,4,3,1,8,8,1,8,0,10,2,0,6
C14752,12,4,0,0,0,5,5,4,3,10,0,0,0,7,0,0,4,5
C14753,12,1,4,4,0,0,5,1,1,5,3,3,0,0,0,2,0,5
C14754,12,1,1,1,0,0,5,2,1,5,3,3,0,0,4,1,0,5
C14755,12,0,1,0,1,0,4,0,0,0,1,0,1,0,0,1,0,4
C14756,12,1,3,3,1,0,5,3,1,10,10,10,10,0,9,6,0,4
C14757,12,1,1,0,1,0,3,1,1,10,5,0,5,0,5,1,0,7
C14758,12,4,1,1,1,5,5,5,3,10,4,3,1,9,0,1,4,5
C14759,12,1,3,2,2,0,4,3,1,10,7,2,7,0,5,3,0,7
C14760,12,1,2,2,1,0,6,2,1,8,5,3,4,0,2,3,0,6
C14761,11,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,7
C14762,12,1,3,3,1,0,5,3,1,9,7,6,5,0,2,4,0,5
C14763,12,1,0,0,0,3,3,4,1,4,0,0,0,1,5,0,1,8
C14764,12,4,4,1,4,5,3,5,4,10,10,1,10,4,2,5,1,4
C14765,11,2,4,3,3,1,3,4,1,10,10,7,6,1,6,7,1,5
C14766,11,5,0,0,0,5,5,5,3,10,0,0,0,7,1,0,3,5
C14767,12,2,1,0,1,0,4,3,1,10,10,0,10,0,0,3,0,3
C14768,12,4,0,0,0,3,4,2,3,10,0,0,0,5,0,0,3,6
C14769,12,1,3,2,2,0,3,2,1,10,10,10,10,0,0,6,0,5
C14770,12,2,2,2,0,0,3,2,1,10,2,2,0,0,0,1,0,7
C14771,12,1,3,3,3,1,4,3,1,10,9,9,7,1,6,6,1,4
C14772,12,4,0,0,0,4,5,3,3,10,0,0,0,4,0,0,2,7
C14773,12,2,0,0,0,2,3,2,1,10,0,0,0,1,0,0,1,6
C14774,12,1,3,1,3,0,3,2,1,10,10,1,10,0,5,6,0,7
C14775,9,1,0,0,0,1,3,0,0,2,0,0,0,2,0,0,1,5
C14776,12,1,1,1,0,2,2,2,1,10,2,2,0,3,0,3,2,5
C14777,12,5,3,0,3,1,6,3,3,10,8,0,7,1,0,2,1,4
C14778,12,1,3,0,3,1,4,3,1,7,10,0,10,2,3,7,1,5
C14779,12,1,0,0,0,3,3,5,1,2,0,0,0,1,10,0,1,8
C14780,12,3,0,0,0,3,3,1,3,10,0,0,0,3,0,0,1,5
C14781,12,1,2,0,2,1,5,2,1,10,9,0,9,1,2,4,1,5
C14783,12,3,0,0,0,3,3,3,1,10,0,0,0,3,1,0,2,6
C14784,12,1,3,3,0,0,4,3,1,10,8,8,0,0,3,5,0,6
C14785,12,5,0,0,0,4,5,3,6,10,0,0,0,4,0,0,3,6
C14786,12,1,2,0,2,0,3,1,1,10,10,0,10,0,8,5,0,7
C14787,12,4,0,0,0,4,4,2,2,10,0,0,0,3,0,0,2,6
C14788,12,3,4,3,3,0,4,5,1,10,10,4,10,0,1,5,0,5
C14789,7,2,3,2,1,0,2,3,1,10,9,2,8,0,0,2,0,7
C14790,12,3,1,0,1,3,3,3,1,10,4,0,3,3,0,1,1,6
C14791,12,4,0,0,0,2,5,2,3,10,0,0,0,1,0,0,1,4
C14792,12,3,2,2,0,0,5,2,2,10,4,4,0,0,0,2,0,5
C14793,10,1,3,3,1,0,2,2,1,10,9,5,5,0,3,5,0,5
C14794,12,1,1,0,1,0,3,1,1,7,5,0,5,0,6,2,0,7
C14795,12,5,3,0,3,1,6,6,3,10,10,0,10,1,2,3,1,7
C14796,12,1,1,1,1,0,4,1,1,10,4,1,2,0,0,2,0,7
C14797,12,1,1,0,1,1,3,1,1,10,10,0,9,1,3,3,1,6
C14798,12,2,1,1,0,0,5,1,1,10,1,1,0,0,0,1,0,7
C14799,12,1,3,3,1,1,5,3,1,10,8,5,5,2,1,5,1,6
C14800,12,1,2,1,1,3,3,3,1,10,7,1,7,2,0,2,1,7
C14802,12,3,3,0,3,0,3,3,3,10,10,0,10,0,0,3,0,6
C14803,12,3,0,0,0,1,3,2,2,10,0,0,0,6,0,0,2,5
C14804,7,3,1,0,1,3,3,1,3,9,9,0,8,3,0,2,1,6
C14805,12,1,3,3,1,0,4,3,1,10,7,4,4,0,5,3,0,5
C14806,12,1,1,1,0,0,6,4,1,6,2,2,0,0,0,1,0,5
C14807,12,1,3,2,2,0,3,1,1,10,3,3,2,0,0,3,0,4
C14808,12,1,3,1,3,0,3,3,1,10,7,2,6,0,9,4,0,6
C14809,12,1,1,1,0,0,3,1,1,10,2,2,0,0,0,1,0,7
C14810,12,3,0,0,1,1,3,1,1,10,0,0,2,1,0,1,1,6
C14811,10,1,1,0,1,0,2,1,1,10,10,0,9,0,10,2,0,7
C14812,12,2,0,0,0,4,3,4,1,10,0,0,0,3,3,0,3,7
C14813,12,3,0,0,0,2,3,1,2,10,0,0,0,2,0,0,1,6
C14814,12,3,0,0,0,2,4,2,2,10,0,0,0,5,0,0,2,7
C14815,12,3,3,3,1,0,3,2,1,10,5,5,1,0,0,2,0,5
C14816,12,3,0,0,0,3,3,2,2,10,0,0,0,3,0,0,2,6
C14817,12,1,1,0,1,0,3,1,1,2,1,0,1,0,10,1,0,7
C14818,12,2,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C14819,12,1,0,0,0,3,3,3,1,5,0,0,0,1,4,0,1,7
C14820,12,3,2,2,0,0,3,1,2,10,10,10,0,0,0,3,0,6
C14821,12,1,3,3,0,0,5,3,1,8,5,5,0,0,5,3,0,7
C14822,12,3,0,0,0,1,3,2,1,10,0,0,0,1,0,0,1,6
C14823,12,1,1,0,1,0,2,1,1,10,5,0,5,0,0,2,0,3
C14824,12,1,3,3,1,0,3,3,1,10,9,8,1,0,2,3,0,6
C14825,12,1,1,0,1,0,4,0,0,1,1,0,1,0,0,1,0,6
C14826,6,1,1,1,0,0,3,1,1,7,7,7,0,0,0,2,0,5
C14827,12,2,1,0,1,0,2,2,2,10,6,0,6,0,0,2,0,4
C14828,6,4,2,1,2,4,4,1,4,9,9,2,7,2,0,4,3,5
C14829,12,3,0,0,0,1,3,1,2,10,0,0,0,3,0,0,1,5
C14830,7,2,0,0,0,3,3,3,1,9,0,0,0,2,3,0,1,5
C14831,12,1,3,1,3,0,5,3,1,10,7,1,6,0,7,5,0,4
C14832,12,2,0,0,0,3,3,4,1,10,0,0,0,3,2,0,1,7
C14833,12,1,1,0,1,0,4,1,1,3,3,0,2,0,10,1,0,6
C14834,12,4,3,2,1,3,4,4,2,10,10,10,6,2,0,5,1,5
C14835,12,3,5,3,3,0,3,4,3,10,10,4,10,0,0,7,0,5
C14836,12,6,2,2,0,4,6,4,4,10,10,10,0,5,0,5,2,4
C14837,12,2,5,4,5,0,6,5,1,10,10,7,10,0,10,7,0,5
C14838,12,4,2,2,0,4,4,4,2,10,6,6,0,2,1,6,1,7
C14839,12,2,2,0,2,2,4,2,1,10,5,0,5,1,0,2,1,5
C14841,12,3,4,3,3,0,5,5,2,10,10,10,10,0,0,7,0,5
C14842,12,3,1,1,0,0,3,1,1,10,2,2,0,0,0,1,0,5
C14843,12,4,0,0,0,3,5,3,3,10,0,0,0,5,0,0,3,9
C14844,12,5,1,1,0,4,5,3,3,10,2,2,0,7,0,1,4,4
C14845,12,3,2,2,1,0,3,2,2,10,6,5,3,0,0,4,0,4
C14846,12,5,0,0,0,4,6,4,4,10,0,0,0,5,0,0,2,6
C14847,11,1,1,0,1,0,4,1,1,7,7,0,6,0,4,3,0,7
C14848,12,3,1,1,0,3,5,2,2,10,2,2,0,1,0,1,1,4
C14849,12,5,0,0,0,6,6,6,3,10,0,0,0,5,1,0,3,7
C14850,12,5,1,0,1,1,6,3,3,10,5,0,5,1,0,2,1,4
C14851,12,5,3,0,3,2,5,3,3,10,5,0,4,4,0,3,2,4
C14852,7,1,0,0,0,1,3,1,1,10,0,0,0,3,0,0,1,7
C14853,12,5,0,0,0,4,5,3,3,10,0,0,0,8,0,0,4,6
C14854,12,3,2,0,2,3,3,4,2,10,10,0,10,4,1,5,2,6
C14855,12,3,3,1,2,0,4,2,1,10,9,2,8,0,0,3,0,6
C14856,8,1,1,0,1,0,2,1,1,10,10,0,9,0,7,2,0,7
C14857,12,2,1,0,1,0,3,1,1,10,5,0,5,0,0,2,0,6
C14858,12,3,3,2,1,0,4,1,1,10,10,9,4,0,0,5,0,7
C14859,12,3,0,0,0,3,4,5,2,6,0,0,0,3,2,0,1,6
C14860,12,1,1,1,1,0,3,1,1,10,5,1,5,0,0,2,0,5
C14861,12,1,3,0,3,0,3,3,1,7,6,0,5,0,4,2,0,7
C14862,12,1,1,1,0,0,3,1,1,10,10,10,0,0,1,3,0,6
C14863,12,3,2,2,0,0,3,2,1,10,6,6,0,0,0,2,0,5
C14864,12,1,1,1,0,1,3,1,1,7,1,1,0,4,2,1,2,7
C14865,12,2,3,0,3,0,6,2,1,10,10,0,9,0,0,3,0,6
C14866,12,4,0,0,0,2,6,3,2,10,0,0,0,6,0,0,2,6
C14867,12,2,0,0,0,3,5,3,1,10,0,0,0,1,0,0,1,6
C14868,12,4,0,0,0,3,5,3,2,10,0,0,0,3,0,0,1,7
C14870,12,3,0,0,0,3,4,1,2,10,0,0,0,3,0,0,1,6
C14871,12,1,1,0,1,0,4,1,1,10,10,0,10,0,3,4,0,6
C14872,12,1,3,3,1,0,4,3,1,5,3,1,3,0,2,2,0,7
C14873,12,3,0,0,0,2,3,3,3,10,0,0,0,5,0,0,3,6
C14874,10,4,3,2,3,4,5,3,2,9,9,8,8,8,0,7,5,7
C14876,12,1,0,0,0,3,5,3,1,10,0,0,0,6,1,0,3,8
C14877,12,1,1,1,0,0,3,1,1,10,4,4,0,0,0,1,0,6
C14878,12,5,0,0,0,3,5,3,3,10,0,0,0,1,0,0,1,7
C14879,12,1,0,0,0,1,2,3,1,2,0,0,0,1,10,0,1,6
C14880,12,5,4,4,1,3,5,3,3,10,9,5,8,5,0,5,3,4
C14881,12,3,0,0,0,2,5,2,2,10,0,0,0,1,0,0,1,6
C14882,12,1,2,1,1,0,3,2,1,10,9,5,7,0,0,5,0,6
C14884,12,2,0,0,0,1,2,1,1,10,0,0,0,5,0,0,2,5
C14885,12,6,2,2,1,3,6,3,4,10,10,3,7,4,0,3,3,4
C14886,12,6,0,0,0,5,6,3,4,10,0,0,0,5,0,0,5,7
C14887,11,1,1,0,1,0,5,3,1,10,1,0,1,0,0,1,0,6
C14888,12,4,5,3,4,0,3,4,5,10,10,6,10,0,0,7,0,6
C14889,12,3,0,0,0,1,3,2,2,10,0,0,0,1,0,0,1,8
C14890,12,3,3,3,2,0,4,4,1,10,10,5,9,0,0,5,0,8
C14892,12,3,3,3,2,0,5,3,1,10,10,3,10,0,0,6,0,6
C14894,12,4,4,3,3,0,6,4,2,10,10,8,9,0,0,5,0,5
C14895,12,1,1,1,0,0,4,1,1,7,3,3,0,0,0,1,0,5
C14896,12,1,1,1,1,0,3,1,1,9,7,2,5,0,5,3,0,4
C14897,12,3,4,2,3,0,5,2,1,10,10,4,10,0,0,5,0,6
C14898,12,1,2,2,0,1,2,3,1,9,2,2,0,1,7,1,1,3
C14899,12,2,0,0,0,3,3,1,1,7,0,0,0,1,0,0,1,7
C14900,11,1,1,1,0,0,5,1,1,5,5,5,0,0,7,1,0,7
C14901,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,8
C14902,12,1,4,4,0,0,3,5,1,6,6,6,0,0,8,4,0,8
C14903,11,3,0,0,0,1,4,2,1,10,0,0,0,1,0,0,1,5
C14904,12,4,1,0,1,0,5,4,2,10,5,0,5,0,1,2,0,6
C14905,12,3,0,0,0,1,3,1,2,10,0,0,0,1,0,0,1,7
C14906,12,4,1,1,0,0,6,3,3,10,2,2,0,0,0,1,0,6
C14907,12,1,3,1,3,0,4,3,1,10,10,10,10,0,10,6,0,5
C14908,11,1,1,1,1,0,5,1,1,10,10,2,10,0,3,3,0,5
C14909,12,3,2,2,1,2,4,1,2,10,5,5,1,3,0,2,2,6
C14910,12,3,0,0,0,1,3,2,2,10,0,0,0,2,0,0,1,8
C14911,12,1,1,1,0,1,3,1,1,2,1,1,0,1,10,1,1,4
C14912,12,1,1,1,0,2,5,3,1,3,1,1,0,2,0,1,1,3
C14913,12,3,2,0,2,0,3,2,2,10,5,0,5,0,0,1,0,3
C14914,8,3,0,0,0,1,3,1,1,10,0,0,0,2,0,0,1,9
C14915,12,0,2,0,2,0,2,2,0,0,6,0,6,0,0,2,0,6
C14916,12,3,0,0,0,1,3,1,1,10,0,0,0,4,0,0,1,4
C14917,12,1,2,2,0,0,4,2,1,8,5,5,0,0,0,3,0,4
C14918,12,4,4,4,0,3,5,4,5,10,7,7,0,3,0,8,2,4
C14919,12,2,1,0,1,0,2,1,1,10,3,0,3,0,0,1,0,6
C14920,12,1,1,1,0,0,5,1,1,4,4,4,0,0,0,1,0,5
C14921,9,1,1,0,1,0,3,1,1,10,10,0,9,0,10,2,0,8
C14922,12,3,0,0,0,2,3,3,1,10,0,0,0,2,1,0,1,6
C14923,12,1,1,1,1,1,5,1,1,9,3,1,1,1,2,1,1,7
C14924,10,3,4,3,3,3,5,2,2,9,9,9,6,5,0,6,2,6
C14925,12,1,1,1,0,0,1,1,1,10,1,1,0,0,0,1,0,5
C14926,12,1,3,3,0,0,3,3,1,10,9,9,0,0,5,5,0,6
C14927,12,3,1,0,1,3,3,2,2,10,7,0,6,3,0,2,1,6
C14928,12,1,1,1,0,0,4,1,1,4,1,1,0,0,0,1,0,7
C14929,12,2,2,1,1,1,3,1,1,10,7,4,5,1,0,3,1,6
C14930,12,5,0,0,0,5,6,3,3,10,0,0,0,4,0,0,2,5
C14931,12,3,3,3,2,4,6,4,2,10,8,5,6,4,0,6,2,7
C14932,12,1,1,1,0,3,3,1,1,9,2,2,0,1,0,1,1,6
C14933,12,1,1,0,1,0,4,3,1,6,5,0,5,0,2,1,0,5
C14934,6,1,0,0,0,3,3,0,0,4,0,0,0,4,0,0,5,3
C14935,12,1,1,1,0,0,3,1,1,10,3,3,0,0,0,1,0,5
C14936,12,1,3,1,3,0,3,3,1,10,7,2,5,0,7,2,0,4
C14937,12,3,0,0,0,1,3,2,2,10,0,0,0,6,0,0,2,6
C14938,8,1,1,1,1,0,5,1,1,5,4,2,2,0,10,1,0,5
C14939,12,2,1,1,0,1,2,1,1,10,1,1,0,1,0,1,1,6
C14940,12,1,1,1,0,0,3,1,1,2,1,1,0,0,0,1,0,5
