CUST_ID,age,workclass,education,educational-num,marital-status,occupation,gender,hours-per-week,native-country,income,city
C15762,49,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,30,India,265000,Ahmedabad
C15763,18,Private,Some-college,10,Never-married,Other-service,Male,20,England,104000,Pune
C15764,42,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,40,India,125000,Lucknow
C15765,25,Local-gov,Some-college,10,Divorced,Protective-serv,Female,40,India,261000,Lucknow
C15766,38,Private,Some-college,10,Married-civ-spouse,Tech-support,Female,40,India,95000,Raipur
C15767,26,Private,Bachelors,13,Never-married,Machine-op-inspct,Female,40,India,77000,Ranchi
C15768,26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,90,India,377000,Ahmedabad
C15769,33,Private,HS-grad,9,Never-married,Transport-moving,Male,61,India,108000,Lucknow
C15770,25,Local-gov,Some-college,10,Never-married,Protective-serv,Male,40,Trinadad&Tobago,355000,Ahmedabad
C15771,18,Private,HS-grad,9,Never-married,Machine-op-inspct,Male,40,India,449000,Kolkata
C15773,59,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,India,275000,Pune
C15774,69,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Male,45,India,95000,Pune
C15775,22,Local-gov,Bachelors,13,Never-married,Prof-specialty,Female,40,India,407000,Mumbai
C15776,40,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Male,40,India,234000,Mumbai
C15777,40,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,86000,Vizag
C15778,33,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,274000,Delhi
C15779,51,Self-emp-inc,10th,6,Married-civ-spouse,Farming-fishing,Male,60,India,230000,Mumbai
C15780,73,Private,Some-college,10,Never-married,Prof-specialty,Male,38,India,267000,Lucknow
C15781,59,Local-gov,HS-grad,9,Separated,Adm-clerical,Female,35,India,269000,Lucknow
C15782,20,Private,HS-grad,9,Never-married,Craft-repair,Male,40,India,327000,Mumbai
C15783,37,Private,Assoc-acdm,12,Never-married,Tech-support,Male,46,India,357000,Pune
C15784,51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,40,England,433000,Lucknow
C15785,24,Private,Bachelors,13,Never-married,Sales,Female,25,India,444000,Pune
C15786,59,Private,10th,6,Married-civ-spouse,Handlers-cleaners,Male,40,India,248000,Delhi
C15787,21,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,35,India,160000,Lucknow
C15789,45,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Male,40,Mexico,448000,Lucknow
C15790,25,Private,Some-college,10,Never-married,Sales,Female,25,El-Salvador,84000,Ahmedabad
C15791,29,Private,11th,7,Never-married,Machine-op-inspct,Male,42,India,481000,Raipur
C15792,22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Female,40,India,497000,Bengaluru
C15793,66,Private,10th,6,Married-civ-spouse,Prof-specialty,Female,40,India,387000,Vizag
C15794,72,Private,Masters,14,Divorced,Prof-specialty,Male,60,Cuba,484000,Lucknow
C15795,39,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Male,40,India,420000,Bengaluru
C15796,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,451000,Patna
C15797,65,Private,Assoc-voc,11,Married-spouse-absent,Craft-repair,Male,20,India,226000,Bengaluru
C15798,63,Private,HS-grad,9,Divorced,Sales,Female,30,India,242000,Ahmedabad
C15799,58,Private,Some-college,10,Separated,Adm-clerical,Female,40,India,328000,Vizag
C15800,27,Private,Assoc-voc,11,Separated,Adm-clerical,Female,40,India,189000,Ahmedabad
C15801,58,Private,10th,6,Separated,Protective-serv,Female,40,India,357000,Ranchi
C15802,52,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,406000,Ahmedabad
C15803,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,86000,Bengaluru
C15804,21,Private,Some-college,10,Never-married,Prof-specialty,Female,40,India,481000,Bengaluru
C15805,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Male,50,India,71000,Ahmedabad
C15806,29,Private,Assoc-voc,11,Separated,Adm-clerical,Female,40,India,105000,Mumbai
C15807,19,Private,Some-college,10,Never-married,Prof-specialty,Male,30,India,451000,Raipur
C15808,30,Private,Assoc-voc,11,Never-married,Craft-repair,Female,40,India,297000,Vizag
C15809,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,292000,Mumbai
C15810,47,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Male,40,India,265000,Vizag
C15811,50,Private,HS-grad,9,Divorced,Machine-op-inspct,Female,40,India,481000,Ahmedabad
C15812,39,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Female,37,Philippines,124000,Vizag
C15813,57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,379000,Ranchi
C15814,40,Private,HS-grad,9,Never-married,Adm-clerical,Female,50,India,107000,Ahmedabad
C15815,27,Federal-gov,Some-college,10,Divorced,Adm-clerical,Female,50,India,495000,Kolkata
C15816,28,Private,Some-college,10,Never-married,Other-service,Male,37,India,185000,Bengaluru
C15817,49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Female,35,India,229000,Vizag
C15818,33,Private,HS-grad,9,Divorced,Craft-repair,Male,45,India,222000,Lucknow
C15819,64,Local-gov,10th,6,Married-civ-spouse,Machine-op-inspct,Male,40,India,232000,Ahmedabad
C15820,46,Self-emp-not-inc,Some-college,10,Separated,Exec-managerial,Female,60,India,325000,Bengaluru
C15821,50,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,50,India,127000,Pune
C15822,43,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Male,60,India,494000,Ahmedabad
C15823,26,Private,Some-college,10,Never-married,Other-service,Female,40,India,349000,Vizag
C15824,33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,50,India,357000,Bengaluru
C15825,50,Private,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,384000,Vizag
C15826,38,Private,1st-4th,2,Divorced,Farming-fishing,Male,40,Thailand,118000,Pune
C15827,28,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,50,India,139000,Raipur
C15828,21,Private,Some-college,10,Never-married,Other-service,Male,40,India,440000,Vizag
C15829,38,Private,Bachelors,13,Divorced,Sales,Male,45,India,218000,Delhi
C15830,17,Private,10th,6,Never-married,Sales,Female,10,India,495000,Mumbai
C15831,19,Private,HS-grad,9,Never-married,Other-service,Female,40,India,309000,Lucknow
C15832,45,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,38,India,285000,Delhi
C15833,27,Private,11th,7,Never-married,Prof-specialty,Female,50,India,178000,Ranchi
C15834,45,Private,12th,8,Divorced,Farming-fishing,Male,40,India,349000,Ranchi
C15835,46,Private,Some-college,10,Divorced,Other-service,Female,40,India,414000,Patna
C15836,57,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Male,40,India,256000,Lucknow
C15837,39,Private,HS-grad,9,Never-married,Craft-repair,Male,40,Poland,297000,Raipur
C15838,34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,40,India,248000,Mumbai
C15839,18,Private,Some-college,10,Never-married,Prof-specialty,Male,10,India,154000,Patna
C15840,65,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,20,India,136000,Mumbai
C15841,26,Private,10th,6,Never-married,Craft-repair,Male,24,Honduras,72000,Lucknow
C15842,44,Private,HS-grad,9,Divorced,Prof-specialty,Male,40,India,424000,Pune
C15843,38,Local-gov,Some-college,10,Never-married,Protective-serv,Female,40,India,312000,Mumbai
C15844,49,Private,Assoc-voc,11,Divorced,Prof-specialty,Female,40,India,257000,Delhi
C15845,41,Local-gov,HS-grad,9,Separated,Adm-clerical,Female,40,India,463000,Kolkata
C15846,52,Federal-gov,HS-grad,9,Never-married,Machine-op-inspct,Female,40,India,107000,Raipur
C15847,30,Private,9th,5,Married-civ-spouse,Farming-fishing,Male,40,India,416000,Ahmedabad
C15848,72,State-gov,7th-8th,4,Widowed,Other-service,Female,40,India,481000,Vizag
C15849,48,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,42,India,482000,Delhi
C15850,32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Male,50,India,403000,Raipur
C15851,22,Private,Bachelors,13,Never-married,Prof-specialty,Male,50,India,269000,Vizag
C15852,24,Private,Some-college,10,Never-married,Handlers-cleaners,Female,35,India,367000,Lucknow
C15853,24,Private,Some-college,10,Divorced,Other-service,Female,36,India,228000,Kolkata
C15854,55,Private,9th,5,Married-civ-spouse,Transport-moving,Female,48,India,133000,Vizag
C15856,48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,40,India,167000,Kolkata
C15857,42,Local-gov,HS-grad,9,Divorced,Exec-managerial,Male,40,India,359000,Ahmedabad
C15858,34,Private,Masters,14,Married-civ-spouse,Other-service,Male,30,India,251000,Mumbai
C15859,40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,42,India,484000,Pune
C15860,29,Private,Some-college,10,Divorced,Prof-specialty,Female,15,India,357000,Lucknow
C15861,39,Self-emp-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Female,20,India,405000,Ahmedabad
C15862,45,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Male,50,India,460000,Ahmedabad
C15863,21,Private,Some-college,10,Never-married,Adm-clerical,Male,43,Germany,151000,Delhi
C15864,36,Self-emp-inc,Masters,14,Married-civ-spouse,Tech-support,Male,40,India,98000,Bengaluru
C15865,28,Private,HS-grad,9,Never-married,Handlers-cleaners,Female,40,India,386000,Mumbai
C15866,57,Private,HS-grad,9,Divorced,Adm-clerical,Female,40,India,435000,Ahmedabad
C15867,22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Female,40,India,296000,Ahmedabad
C15868,31,Local-gov,HS-grad,9,Divorced,Adm-clerical,Female,8,India,259000,Bengaluru
C15869,23,Local-gov,Assoc-voc,11,Never-married,Prof-specialty,Female,50,India,443000,Kolkata
C15870,35,Self-emp-not-inc,Some-college,10,Never-married,Exec-managerial,Male,45,India,262000,Raipur
C15871,28,Private,Bachelors,13,Never-married,Sales,Male,40,India,95000,Bengaluru
C15872,27,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,50,India,484000,Bengaluru
C15873,76,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Male,5,India,373000,Lucknow
C15874,37,Private,Some-college,10,Married-civ-spouse,Tech-support,Male,50,India,365000,Ahmedabad
C15875,43,Private,HS-grad,9,Never-married,Other-service,Female,40,India,193000,Ranchi
C15876,33,Private,Masters,14,Married-civ-spouse,Exec-managerial,Male,55,India,385000,Pune
C15877,56,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,India,65000,Raipur
C15878,50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,50,India,293000,Lucknow
C15879,35,Private,HS-grad,9,Never-married,Sales,Female,40,India,280000,Ranchi
C15880,36,Private,Bachelors,13,Never-married,Tech-support,Male,40,India,162000,Ranchi
C15881,59,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,35,India,430000,Lucknow
C15882,42,Private,Doctorate,16,Divorced,Exec-managerial,Male,60,India,266000,Lucknow
C15883,21,Private,Some-college,10,Never-married,Sales,Female,30,India,212000,Bengaluru
C15885,24,Private,Some-college,10,Never-married,Exec-managerial,Male,40,India,269000,Ahmedabad
C15886,17,Private,10th,6,Never-married,Prof-specialty,Female,30,India,74000,Pune
C15887,29,Private,Bachelors,13,Never-married,Prof-specialty,Female,40,India,154000,Delhi
C15888,61,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,40,India,132000,Mumbai
C15889,35,Private,HS-grad,9,Divorced,Machine-op-inspct,Female,48,India,339000,Lucknow
C15890,56,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Male,40,India,204000,Pune
C15891,44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Male,40,India,282000,Mumbai
C15892,22,Private,HS-grad,9,Never-married,Prof-specialty,Male,10,India,84000,Raipur
C15893,45,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,40,India,486000,Raipur
C15894,40,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Female,36,India,448000,Patna
C15895,22,Private,HS-grad,9,Never-married,Prof-specialty,Male,40,India,317000,Ahmedabad
C15896,28,Private,5th-6th,3,Never-married,Other-service,Male,52,Mexico,145000,Mumbai
C15897,46,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,56,India,349000,Bengaluru
C15898,57,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,40,India,307000,Vizag
C15899,41,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,30,India,303000,Pune
C15900,30,Private,HS-grad,9,Separated,Adm-clerical,Female,40,India,146000,Bengaluru
C15901,21,Private,Some-college,10,Never-married,Prof-specialty,Female,40,India,89000,Bengaluru
C15902,62,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Male,50,India,237000,Mumbai
C15903,19,Private,Some-college,10,Never-married,Transport-moving,Male,32,India,180000,Kolkata
C15904,63,Local-gov,HS-grad,9,Never-married,Exec-managerial,Female,38,India,325000,Pune
C15905,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Male,70,India,65000,Ahmedabad
C15906,72,Private,Some-college,10,Widowed,Prof-specialty,Female,8,India,262000,Delhi
C15907,40,Self-emp-inc,Masters,14,Married-civ-spouse,Prof-specialty,Male,55,Trinadad&Tobago,326000,Lucknow
C15908,27,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,35,India,101000,Pune
C15909,47,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Male,25,India,324000,Kolkata
C15910,28,Private,HS-grad,9,Never-married,Sales,Male,40,India,104000,Kolkata
C15912,27,Private,Some-college,10,Married-civ-spouse,Sales,Male,40,India,106000,Vizag
C15913,26,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,25,India,291000,Patna
C15914,59,Private,HS-grad,9,Divorced,Prof-specialty,Female,60,India,440000,Patna
C15915,33,Private,Some-college,10,Married-civ-spouse,Sales,Male,40,India,316000,Bengaluru
C15916,35,Private,11th,7,Never-married,Machine-op-inspct,Female,40,India,398000,Mumbai
C15917,57,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,40,India,432000,Vizag
C15918,30,Private,Assoc-acdm,12,Never-married,Adm-clerical,Female,40,India,103000,Ranchi
C15919,31,Private,Masters,14,Never-married,Exec-managerial,Male,55,India,481000,Ahmedabad
C15920,24,Private,Some-college,10,Never-married,Handlers-cleaners,Male,30,India,301000,Kolkata
C15921,36,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Male,55,India,233000,Kolkata
C15922,46,Private,Some-college,10,Divorced,Exec-managerial,Female,40,India,481000,Mumbai
C15923,38,State-gov,Assoc-voc,11,Never-married,Adm-clerical,Female,40,India,197000,Kolkata
C15924,19,Private,Some-college,10,Never-married,Prof-specialty,Female,15,India,344000,Pune
C15925,33,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,60,India,369000,Pune
C15926,59,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,60,India,308000,Raipur
C15927,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,46,India,154000,Lucknow
C15928,58,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Male,40,Portugal,208000,Kolkata
C15929,19,Private,12th,8,Never-married,Craft-repair,Male,47,India,250000,Pune
C15930,43,Private,HS-grad,9,Never-married,Sales,Female,40,India,476000,Lucknow
C15931,20,Private,HS-grad,9,Never-married,Craft-repair,Male,40,India,206000,Kolkata
C15932,56,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,40,India,363000,Kolkata
C15933,57,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Female,40,India,168000,Vizag
C15934,42,Private,Prof-school,15,Divorced,Prof-specialty,Male,80,India,171000,Patna
C15935,62,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Male,40,India,379000,Patna
C15936,37,Private,HS-grad,9,Divorced,Machine-op-inspct,Male,45,India,242000,Bengaluru
C15937,34,Private,Bachelors,13,Divorced,Craft-repair,Male,40,India,437000,Ranchi
C15938,24,Private,Some-college,10,Divorced,Sales,Male,40,India,423000,Patna
C15939,78,Private,1st-4th,2,Widowed,Handlers-cleaners,Male,20,Nicaragua,207000,Patna
C15940,43,Private,Bachelors,13,Never-married,Adm-clerical,Male,50,Outlying-US(Guam-USVI-etc),108000,Delhi
C15941,60,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Male,40,India,405000,Vizag
C15943,39,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,40,India,499000,Lucknow
C15944,21,Private,HS-grad,9,Never-married,Craft-repair,Male,35,Mexico,169000,Bengaluru
C15945,64,Private,HS-grad,9,Widowed,Prof-specialty,Male,20,India,173000,Bengaluru
C15946,27,Private,Bachelors,13,Never-married,Exec-managerial,Female,40,India,479000,Delhi
C15947,44,State-gov,HS-grad,9,Divorced,Prof-specialty,Female,39,India,351000,Vizag
C15948,37,Private,1st-4th,2,Divorced,Other-service,Female,35,Mexico,203000,Lucknow
C15949,31,Private,HS-grad,9,Married-civ-spouse,Other-service,Male,40,Portugal,183000,Ahmedabad
C15950,27,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Female,40,India,333000,Raipur
C15951,31,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Female,40,India,280000,Mumbai
C15952,37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Male,50,India,286000,Vizag
C15953,43,Private,Bachelors,13,Married-civ-spouse,Tech-support,Male,40,India,375000,Ranchi
C15954,18,Private,Some-college,10,Never-married,Other-service,Male,16,Canada,391000,Bengaluru
C15955,23,State-gov,Assoc-voc,11,Married-AF-spouse,Adm-clerical,Female,30,India,411000,Mumbai
C15956,40,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Male,40,Mexico,386000,Delhi
C15957,22,Private,Preschool,1,Never-married,Other-service,Female,20,Jamaica,473000,Kolkata
C15958,61,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Male,45,India,90000,Mumbai
C15959,63,Private,Some-college,10,Widowed,Exec-managerial,Female,40,India,64000,Vizag
C15960,59,Private,Bachelors,13,Married-civ-spouse,Sales,Male,55,India,150000,Raipur
C15961,33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Male,54,India,419000,Pune
C15962,51,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Male,40,India,400000,Patna
C15963,38,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Male,40,India,492000,Kolkata
C15965,52,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Female,40,India,386000,Vizag
C15966,47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Male,55,India,365000,Lucknow
C15967,20,State-gov,Some-college,10,Never-married,Adm-clerical,Female,10,India,183000,Bengaluru
C15968,53,Private,Bachelors,13,Never-married,Sales,Male,50,India,452000,Vizag
C15969,43,Private,HS-grad,9,Never-married,Machine-op-inspct,Female,40,India,387000,Ahmedabad
C15970,26,Self-emp-not-inc,10th,6,Never-married,Exec-managerial,Male,75,India,396000,Ahmedabad
C15971,39,Private,HS-grad,9,Divorced,Transport-moving,Female,37,Puerto-Rico,340000,Lucknow
C15972,30,Private,HS-grad,9,Separated,Handlers-cleaners,Male,60,India,85000,Mumbai
C15973,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Male,50,India,357000,Lucknow
C15974,25,Private,HS-grad,9,Never-married,Transport-moving,Male,40,India,215000,Ahmedabad
C15975,45,Private,Bachelors,13,Married-civ-spouse,Sales,Male,50,India,120000,Delhi
C15976,25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Female,55,India,360000,Vizag
C15977,48,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Male,38,India,70000,Bengaluru
C15978,32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,236000,Mumbai
C15979,67,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Male,20,India,439000,Vizag
C15980,37,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Male,40,India,430000,Raipur
C15981,51,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Female,30,India,465000,Vizag
C15982,28,Private,Some-college,10,Married-civ-spouse,Other-service,Female,40,India,276000,Patna
C15983,28,Private,Bachelors,13,Never-married,Other-service,Female,50,India,256000,Kolkata
C15984,28,Private,HS-grad,9,Never-married,Craft-repair,Male,48,India,411000,Bengaluru
C15985,22,Private,HS-grad,9,Never-married,Other-service,Female,40,India,441000,Lucknow
C15986,32,Private,Assoc-voc,11,Divorced,Adm-clerical,Male,40,India,152000,Pune
C15987,35,Private,Some-college,10,Never-married,Prof-specialty,Male,40,India,61000,Pune
C15988,32,Private,Bachelors,13,Never-married,Adm-clerical,Female,50,India,432000,Delhi
C15989,27,Private,Masters,14,Never-married,Tech-support,Male,50,India,335000,Bengaluru
C15990,54,Private,HS-grad,9,Separated,Adm-clerical,Female,45,India,305000,Bengaluru
C15991,66,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Male,20,India,118000,Delhi
C15992,41,Private,1st-4th,2,Married-spouse-absent,Handlers-cleaners,Male,40,Mexico,406000,Pune
C15993,46,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Male,50,India,270000,Vizag
C15994,39,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Male,45,India,207000,Ahmedabad
C15995,51,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Female,40,India,318000,Mumbai
C15996,26,Private,Some-college,10,Never-married,Prof-specialty,Male,40,India,66000,Ranchi
C15997,53,Private,HS-grad,9,Divorced,Priv-house-serv,Female,50,India,466000,Delhi
C15998,38,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Male,27,India,355000,Mumbai
C15999,30,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Male,40,India,234000,Vizag
C16000,18,Private,HS-grad,9,Never-married,Other-service,Female,20,India,417000,Ahmedabad
C16001,44,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Male,80,India,197000,Ahmedabad
C16002,56,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Male,50,India,369000,Raipur
C16003,41,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Craft-repair,Male,96,Mexico,265000,Kolkata
C16004,42,Private,Bachelors,13,Divorced,Other-service,Male,40,India,283000,Bengaluru
C16005,44,Private,9th,5,Never-married,Priv-house-serv,Female,50,Puerto-Rico,184000,Raipur
C16007,33,Private,HS-grad,9,Married-civ-spouse,Other-service,Female,40,India,158000,Vizag
C16008,43,Private,Some-college,10,Divorced,Tech-support,Male,45,India,194000,Patna
C16009,21,Private,Some-college,10,Never-married,Sales,Male,40,India,226000,Lucknow
C16010,45,Private,HS-grad,9,Divorced,Adm-clerical,Female,40,India,269000,Mumbai
C16011,38,Private,HS-grad,9,Married-civ-spouse,Sales,Male,70,India,499000,Mumbai
C16012,38,Private,Masters,14,Never-married,Exec-managerial,Female,38,India,346000,Kolkata
C16013,33,Private,10th,6,Married-civ-spouse,Craft-repair,Male,40,India,323000,Raipur
C16014,27,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,45,India,470000,Patna
C16015,33,Private,HS-grad,9,Divorced,Machine-op-inspct,Female,40,India,329000,Delhi
C16016,43,Private,Some-college,10,Married-civ-spouse,Transport-moving,Male,40,India,176000,Bengaluru
C16017,38,Private,Bachelors,13,Divorced,Exec-managerial,Male,50,India,225000,Delhi
C16018,50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Male,51,India,381000,Raipur
C16019,57,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Male,40,India,442000,Bengaluru
C16020,76,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Female,2,India,318000,Lucknow
C16021,52,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Male,70,India,128000,Ahmedabad
C16022,36,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Male,50,India,392000,Pune
C16023,30,Private,Some-college,10,Never-married,Sales,Male,50,India,179000,Pune
C16024,39,Private,HS-grad,9,Never-married,Exec-managerial,Female,45,India,67000,Pune
C16025,51,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Male,40,India,178000,Kolkata
C16026,31,Private,HS-grad,9,Separated,Sales,Female,40,Mexico,159000,Ranchi
C16028,56,Private,11th,7,Married-civ-spouse,Sales,Male,55,India,163000,Lucknow
C16029,28,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Male,40,India,163000,Raipur
C16030,38,Private,Some-college,10,Never-married,Sales,Female,40,India,271000,Delhi
C16031,49,Private,Bachelors,13,Married-civ-spouse,Sales,Male,50,Japan,488000,Ranchi
C16032,40,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Male,40,India,216000,Mumbai
C16033,23,Private,Some-college,10,Never-married,Tech-support,Female,40,India,300000,Ranchi
C16034,44,Local-gov,Masters,14,Divorced,Prof-specialty,Female,40,India,345000,Ranchi
C16035,36,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Female,40,India,75000,Mumbai
C16036,31,Private,HS-grad,9,Never-married,Adm-clerical,Male,40,India,467000,Ranchi
C16037,24,Private,Some-college,10,Never-married,Sales,Male,40,India,73000,Raipur
C16038,35,Private,Some-college,10,Never-married,Adm-clerical,Female,38,India,382000,Lucknow
C16039,45,Private,Some-college,10,Married-civ-spouse,Sales,Male,60,India,80000,Raipur
C16040,46,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Male,40,India,267000,Kolkata
C16041,57,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Male,30,India,420000,Bengaluru
C16042,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Male,20,India,431000,Bengaluru
C16043,30,Private,9th,5,Divorced,Exec-managerial,Female,40,India,303000,Delhi
C16045,60,Private,HS-grad,9,Divorced,Exec-managerial,Female,27,India,286000,Kolkata
C16046,42,Local-gov,Masters,14,Never-married,Prof-specialty,Male,40,India,460000,Lucknow
C16047,25,Private,Some-college,10,Never-married,Exec-managerial,Female,45,India,83000,Vizag
C16048,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Female,40,India,189000,Ranchi
C16049,59,State-gov,Masters,14,Divorced,Prof-specialty,Female,60,India,126000,Kolkata
C16050,18,Private,12th,8,Never-married,Other-service,Female,30,India,103000,Pune
C16051,26,Private,HS-grad,9,Divorced,Prof-specialty,Female,84,India,69000,Bengaluru
C16052,48,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Male,50,India,348000,Kolkata
C16053,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Male,40,India,389000,Lucknow
C16054,20,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Female,32,India,356000,Raipur
C16055,36,Private,Bachelors,13,Divorced,Sales,Female,40,India,346000,Kolkata
C16056,44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Male,55,India,273000,Lucknow
C16057,36,Private,Some-college,10,Never-married,Adm-clerical,Female,40,India,117000,Patna
C16058,32,Private,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Male,60,India,374000,Pune
